Class,CSORD_SumCyclomaticStrict,CSLEX_NumberOfConditionalJumpStatements,CSORD_LogCyclomaticStrict,CSORD_CSNOMNAMM,CSORD_NIM,CSORD_LogStmtDecl,CSORD_CountDeclMethodPrivate,CSORD_CountDeclClassMethod,CSORD_NumberOfClassConstructors,CSORD_MinLineCode,CSORD_SumCyclomatic,CSLEX_NumberOfReturnAndPrintStatements,CSORD_MaxInheritanceTree,CSLEX_NumberOfIdentifies,CSORD_CountDeclMethodPublic,Label_Combine1,Label_LineCoverage,Label_BranchCoverage,Coverageability1,Tests
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.LoginDialog,6,1,0.8450980400142568,2,12,1.0413926851582251,0,0,1,3,6,3,2,187,3,8.35,0.0,16.7,8.35,1.0
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.NoWSGateDialog,7,1,0.9030899869919436,4,12,1.0791812460476249,2,0,1,10,7,3,2,256,1,6.25,0.0,12.5,6.157635467980296,2.0
com.sap.netweaver.porta.ide.eclipse.server.ui.dialogs.PublishProblemDialog,9,3,1.0,3,12,1.0,3,1,1,7,9,3,2,203,1,35.2,12.1,58.3,33.66235817968409,4.0
com.sap.netweaver.porta.ide.eclipse.server.ui.editor.SapNWInstanceEditorSection,5,1,0.7781512503836436,2,12,1.0,0,0,1,2,5,0,2,230,3,47.2,19.4,75.0,46.5024630541872,2.0
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeComposite,15,8,1.2041199826559248,3,12,1.2787536009528289,1,0,1,12,13,2,2,475,0,1.7,0.0,3.4,1.7,1.0
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWRuntimeWizardFragment,23,11,1.380211241711606,7,12,1.3222192947339193,2,1,1,2,21,5,2,291,7,38.75,43.1,34.4,33.092658604784134,11.6
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerComposite,30,14,1.4913616938342726,7,12,1.3979400086720375,2,0,1,3,26,12,2,520,0,1.0,0.0,2.0,1.0,1.0
com.sap.netweaver.porta.ide.eclipse.server.ui.wizard.SapNWServerWizardFragment,16,6,1.230448921378274,5,12,1.2552725051033058,2,0,1,2,15,6,2,213,6,33.4,35.6,31.2,30.09429480797726,8.0
com.sap.netweaver.porta.ide.eclipse.util.FacetUtil,3,0,0.6020599913279624,1,12,0.6020599913279624,0,2,0,3,3,3,1,100,2,75.0,50.0,100.0,72.79963114853554,3.0
com.sap.netweaver.porta.ide.eclipse.util.ProxyUtil,18,12,1.2787536009528289,3,12,1.3010299956639813,3,4,0,9,17,7,1,211,1,3.7,4.0,3.4,3.59144846999442,3.0
com.sap.netweaver.porta.ide.eclipse.util.ProxyUtilCaller,2,0,0.4771212547196624,1,12,0.6020599913279624,0,1,0,9,2,0,1,46,1,87.5,75.0,100.0,84.93290300662478,3.0
com.sap.netweaver.porta.ide.eclipse.util.SapNWServerUtil,9,4,1.0,4,12,0.7781512503836436,0,4,0,3,8,5,1,49,4,100.0,100.0,100.0,82.1576942489502,14.2
com.sap.netweaver.porta.ide.eclipse.util.StatusUtil,8,2,0.9542425094393248,3,12,0.6989700043360189,0,3,0,3,5,5,1,51,3,96.65,100.0,93.3,79.16931589931941,14.4
com.sap.netweaver.porta.mon.AppCommand,6,2,0.8450980400142568,3,13,0.7781512503836436,0,0,0,4,5,6,2,81,0,36.65,40.0,33.3,34.020740926116694,6.0
com.sap.netweaver.porta.mon.Command,0,0,0.0,1,12,0.3010299956639812,0,0,0,1,0,0,1,29,1,100.0,100.0,100.0,100.0,1.0
com.sap.netweaver.porta.mon.CommandFactory,13,1,1.146128035678238,1,12,0.3010299956639812,0,1,0,30,13,12,1,120,1,100.0,100.0,100.0,82.40270166457105,14.0
com.sap.netweaver.porta.mon.DeployCommand,7,1,0.9030899869919436,2,13,0.7781512503836436,1,0,0,4,7,7,2,99,1,16.75,23.5,10.0,16.75,1.0
com.sap.netweaver.porta.mon.DeployManagerAuthenticationCallback,4,1,0.6989700043360189,0,12,0.6020599913279624,0,0,0,20,4,5,1,79,1,76.9,53.8,100.0,74.64388847096511,3.0
com.sap.netweaver.porta.mon.DisableDebuggingCommand,4,0,0.6989700043360189,2,13,0.6989700043360189,1,0,0,4,4,5,2,74,1,41.7,16.7,66.7,41.7,1.0
com.sap.netweaver.porta.mon.EnableDebuggingCommand,3,0,0.6020599913279624,1,13,0.6989700043360189,0,0,0,20,3,3,2,90,1,55.9,11.8,100.0,55.9,1.0
com.sap.netweaver.porta.mon.ExitCommand,1,0,0.3010299956639812,1,13,0.4771212547196624,0,0,0,7,1,3,2,23,1,75.0,50.0,100.0,75.0,1.0
com.sap.netweaver.porta.mon.LifecycleManagerAuthenticationCallback,4,1,0.6989700043360189,0,12,0.6020599913279624,0,0,0,20,4,5,1,79,1,76.9,53.8,100.0,74.64388847096511,3.0
com.sap.netweaver.porta.mon.ListAppsCommand,4,1,0.6989700043360189,1,13,0.7781512503836436,0,0,0,34,4,3,2,129,1,20.0,6.7,33.3,20.0,1.0
com.sap.netweaver.porta.mon.PortaMon,24,5,1.3979400086720375,8,12,1.3617278360175928,6,6,1,3,23,32,1,264,8,46.85,34.6,59.1,37.92204902032824,15.2
com.sap.netweaver.porta.mon.RestartCommand,3,0,0.6020599913279624,1,13,0.4771212547196624,0,0,0,12,3,3,2,56,1,61.1,22.2,100.0,61.1,1.0
com.sap.netweaver.porta.mon.StartAppCommand,4,1,0.6989700043360189,1,16,0.7781512503836436,0,0,0,19,4,4,3,78,1,23.8,14.3,33.3,23.8,1.0
com.sap.netweaver.porta.mon.StartCommand,3,0,0.6020599913279624,1,13,0.4771212547196624,0,0,0,12,3,3,2,56,1,61.1,22.2,100.0,61.1,1.0
com.sap.netweaver.porta.mon.StateCommand,3,0,0.6020599913279624,1,13,0.6020599913279624,0,0,0,12,3,3,2,67,1,61.1,22.2,100.0,61.1,1.0
com.sap.netweaver.porta.mon.StopAppCommand,4,1,0.6989700043360189,1,16,0.7781512503836436,0,0,0,19,4,4,3,78,1,23.8,14.3,33.3,23.8,1.0
com.sap.netweaver.porta.mon.StopCommand,3,0,0.6020599913279624,1,13,0.4771212547196624,0,0,0,12,3,3,2,57,1,61.1,22.2,100.0,61.1,1.0
com.sap.netweaver.porta.mon.UndeployCommand,7,2,0.9030899869919436,1,16,0.8450980400142568,0,0,0,28,7,6,3,98,1,15.1,21.1,9.1,15.1,1.0
net.sourceforge.squirrel_sql.client.Application,148,51,2.173186268412274,34,12,2.093421685162235,22,0,1,3,142,27,1,1619,38,24.15,23.4,24.9,14.55699385299564,35.0
net.sourceforge.squirrel_sql.client.ApplicationArguments,36,10,1.568201724066995,9,12,1.462397997898956,5,4,1,3,34,20,1,395,14,77.85,90.6,65.1,59.371312246526735,19.2
net.sourceforge.squirrel_sql.client.DummyAppPlugin,4,0,0.6989700043360189,0,32,0.6989700043360189,0,0,0,4,4,4,2,20,4,100.0,100.0,100.0,95.63169937410252,4.0
net.sourceforge.squirrel_sql.client.FileTransformer,7,4,0.9030899869919436,2,12,1.0413926851582251,1,2,0,4,7,6,1,121,1,100.0,100.0,100.0,92.82603254056396,6.0
net.sourceforge.squirrel_sql.client.FontInfoStore,5,2,0.7781512503836436,0,12,0.7781512503836436,0,0,1,4,5,1,1,46,3,90.0,100.0,80.0,86.06852943669226,4.0
net.sourceforge.squirrel_sql.client.Main,11,5,1.0791812460476249,4,12,1.0791812460476249,4,4,1,4,11,0,1,162,1,38.75,37.5,40.0,38.75,1.0
net.sourceforge.squirrel_sql.client.MultipleWindowsHandler,5,2,0.7781512503836436,3,12,0.9030899869919436,0,0,0,4,5,3,1,91,3,59.95,64.3,55.6,58.018152399577,3.2
net.sourceforge.squirrel_sql.client.OutOfMemoryErrorHandler,11,4,1.0791812460476249,3,12,1.0791812460476249,2,0,2,3,11,1,1,126,5,43.05,44.4,41.7,39.96160700871279,6.0
net.sourceforge.squirrel_sql.client.ShutdownTimer,8,2,0.9542425094393248,2,12,0.8450980400142568,0,0,1,2,8,0,1,65,5,69.5,76.5,62.5,66.46403106500125,4.0
net.sourceforge.squirrel_sql.client.SquirrelAppender,3,1,0.6020599913279624,0,12,0.6020599913279624,1,1,1,5,3,1,2,40,1,61.90000000000001,57.1,66.7,61.167089382949975,1.8
net.sourceforge.squirrel_sql.client.SquirrelFileSizeRollingAppender,3,1,0.6020599913279624,0,12,0.6020599913279624,1,1,1,7,3,1,2,42,1,66.7,66.7,66.7,65.9102562494792,1.8
net.sourceforge.squirrel_sql.client.SquirrelLoggerFactory,7,2,0.9030899869919436,2,18,1.0,2,0,2,5,7,0,2,171,2,80.0,82.9,77.1,76.50535949928201,4.0
net.sourceforge.squirrel_sql.client.Version,23,5,1.380211241711606,5,12,1.2787536009528289,0,11,0,3,17,14,1,149,11,77.2,88.9,65.5,65.53764560487944,12.0
net.sourceforge.squirrel_sql.client.action.ActionCollection,56,32,1.7558748556724917,10,12,1.6127838567197357,3,0,1,4,46,4,1,677,11,69.75,87.0,52.5,52.56412134617475,20.0
net.sourceforge.squirrel_sql.client.action.ActionKeys,10,2,1.0413926851582251,0,12,0.9542425094393248,0,0,2,4,10,3,1,57,8,100.0,100.0,100.0,83.8881663275582,12.8
net.sourceforge.squirrel_sql.client.action.SquirrelAction,6,2,0.8450980400142568,0,36,0.6989700043360189,0,0,2,4,6,2,2,63,1,89.0,92.3,85.7,83.10864703805326,5.6
net.sourceforge.squirrel_sql.client.db.AliasGroup,21,5,1.3424226808222062,7,12,1.2787536009528289,2,0,1,4,20,9,1,171,12,97.15,94.3,100.0,71.48951234502654,21.6
net.sourceforge.squirrel_sql.client.db.AliasGroupBeanInfo,2,0,0.4771212547196624,0,21,0.4771212547196624,0,0,0,15,2,1,1,40,1,87.5,75.0,100.0,87.5,1.0
net.sourceforge.squirrel_sql.client.gui.AboutBoxDialog,12,19,1.1139433523068367,3,749,1.2041199826559248,3,1,1,6,12,3,1,839,1,3.75,2.0,5.5,3.6945812807881775,2.0
net.sourceforge.squirrel_sql.client.gui.FileViewerFactory,9,4,1.0,2,12,1.0,2,1,1,4,9,2,1,139,3,24.6,21.9,27.3,24.23645320197045,2.0
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanel,34,17,1.5440680443502757,13,698,1.5185139398778875,7,0,1,4,32,4,1,418,10,81.65,84.9,78.4,60.80349628706264,20.8
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelListenerEvent,4,1,0.6989700043360189,1,15,0.6020599913279624,1,1,1,4,4,2,1,29,1,100.0,100.0,100.0,93.10285465129884,5.8
net.sourceforge.squirrel_sql.client.gui.HtmlViewerPanelToolBar,3,6,0.6020599913279624,0,727,0.3010299956639812,0,0,1,20,3,0,2,111,1,60.7,71.4,50.0,58.04844152008023,4.0
net.sourceforge.squirrel_sql.client.gui.HtmlViewerSheet,6,2,0.8450980400142568,1,723,0.9030899869919436,1,0,2,4,6,1,1,94,3,8.35,0.0,16.7,8.226600985221676,2.0
net.sourceforge.squirrel_sql.client.gui.LogFile,3,0,0.6020599913279624,1,73,0.6989700043360189,0,0,2,3,3,1,1,52,2,100.0,100.0,100.0,95.63169937410252,4.0
net.sourceforge.squirrel_sql.client.gui.LogPanel,17,15,1.2552725051033058,4,698,1.4771212547196624,5,0,1,13,17,2,1,557,1,27.05,34.5,19.6,26.65024630541872,2.0
net.sourceforge.squirrel_sql.client.gui.MemoryPanel,15,23,1.2041199826559248,3,698,1.568201724066995,4,0,1,7,13,12,1,554,1,22.75,31.9,13.6,22.41379310344828,2.0
net.sourceforge.squirrel_sql.client.gui.OkClosePanel,20,10,1.3222192947339193,5,698,1.2787536009528289,2,0,2,4,20,2,1,184,8,61.7,64.0,59.4,56.09220255345403,7.4
net.sourceforge.squirrel_sql.client.gui.ProgressAbortDialog,28,9,1.462397997898956,13,749,1.6127838567197357,6,1,2,3,28,9,1,699,13,4.65,1.0,8.3,4.513577131209203,3.0
net.sourceforge.squirrel_sql.client.gui.ProgressCallBackDialog,14,2,1.1760912590556811,7,749,1.3222192947339193,4,0,2,3,14,2,1,293,8,4.75,0.0,9.5,4.679802955665025,2.0
net.sourceforge.squirrel_sql.client.gui.ProgressCallBackFactory,2,1,0.4771212547196624,2,12,0.6989700043360189,0,0,0,6,2,3,1,114,2,67.25,72.0,62.5,66.25615763546799,2.0
net.sourceforge.squirrel_sql.client.gui.SessionWindowsHolder,14,8,1.1760912590556811,3,12,1.1760912590556811,0,0,0,10,14,9,1,188,6,91.7,95.2,88.2,73.56511367309369,15.8
net.sourceforge.squirrel_sql.client.gui.SplashStringWriter,14,5,1.1760912590556811,8,12,1.2787536009528289,6,0,1,5,14,4,1,284,3,4.25,8.5,0.0,4.25,1.0
net.sourceforge.squirrel_sql.client.gui.SquirrelSplashScreen,7,3,0.9030899869919436,2,12,0.9030899869919436,1,0,1,8,7,4,1,83,3,5.0,10.0,0.0,5.0,1.0
net.sourceforge.squirrel_sql.client.gui.VersionPane,27,14,1.4471580313422192,8,856,1.568201724066995,2,0,1,2,27,1,1,402,8,71.94999999999997,76.3,67.6,58.936702317186025,14.4
net.sourceforge.squirrel_sql.client.gui.ViewLogsSheet,49,27,1.6989700043360187,12,57,1.7481880270062005,10,2,1,4,39,9,2,748,3,32.8,44.8,20.8,31.367197394705624,4.0
net.sourceforge.squirrel_sql.client.gui.WindowManager,116,73,2.0681858617461617,35,12,2.041392685158225,14,0,1,4,110,23,1,1415,26,2.95,3.8,2.1,2.9064039408867,2.0
net.sourceforge.squirrel_sql.client.gui.builders.DefaultFormBuilder,48,7,1.6901960800285136,28,21,1.7708520116421442,4,0,4,3,47,26,3,482,35,83.1,79.3,86.9,38.314823282585415,53.0
net.sourceforge.squirrel_sql.client.gui.builders.DnDSquirrelTabbedPane,1,0,0.3010299956639812,0,774,0.3010299956639812,0,0,1,6,1,0,2,31,0,50.0,0.0,100.0,50.0,1.0
net.sourceforge.squirrel_sql.client.gui.builders.DnDTabbedPane,50,43,1.7075701760979365,8,761,1.7781512503836436,8,0,1,4,40,17,1,884,5,6.5,8.8,4.2,6.480673592377854,1.2
net.sourceforge.squirrel_sql.client.gui.builders.I15dPanelBuilder,11,1,1.0791812460476249,6,12,1.0,0,0,2,3,11,8,2,131,8,96.9,93.8,100.0,75.90680015506693,17.4
net.sourceforge.squirrel_sql.client.gui.builders.SquirrelTabbedPane,1,0,0.3010299956639812,0,761,0.3010299956639812,0,0,1,4,1,0,1,29,0,100.0,100.0,100.0,98.52216748768474,2.0
net.sourceforge.squirrel_sql.client.gui.builders.SquirrelTabbedPaneDelegate,6,6,0.8450980400142568,2,12,0.6989700043360189,0,0,1,6,6,1,1,127,2,94.85,96.8,92.9,85.9728762377298,7.6
net.sourceforge.squirrel_sql.client.gui.builders.UIFactory,16,7,1.230448921378274,7,12,1.146128035678238,2,2,1,4,16,4,1,132,7,97.2,100.0,94.4,85.01036574724725,10.0
net.sourceforge.squirrel_sql.client.gui.builders.UIFactoryAdapter,1,0,0.3010299956639812,1,12,0.3010299956639812,0,0,0,3,1,0,1,11,1,100.0,100.0,100.0,100.0,1.0
net.sourceforge.squirrel_sql.client.gui.builders.UIFactoryComponentCreatedEvent,6,2,0.8450980400142568,1,15,0.6989700043360189,1,1,1,4,6,3,1,48,2,54.0,50.9,57.1,52.728824821267466,2.6
net.sourceforge.squirrel_sql.client.gui.controls.ColumnsComboBox,5,2,0.7781512503836436,0,767,0.6020599913279624,1,1,1,4,5,3,1,89,2,54.95,38.5,71.4,52.70633019400731,3.8
net.sourceforge.squirrel_sql.client.gui.controls.DataTypesComboBox,4,1,0.6989700043360189,0,767,0.6020599913279624,1,1,1,4,4,2,1,48,2,62.5,50.0,75.0,59.76981210881407,4.0
net.sourceforge.squirrel_sql.client.gui.db.AliasFolderState,36,15,1.568201724066995,7,12,1.4313637641589874,2,0,2,3,33,9,1,235,16,73.05000000000003,76.7,69.4,49.45496665095384,27.2
net.sourceforge.squirrel_sql.client.gui.db.AliasInternalFrame,27,14,1.4471580313422192,10,57,1.6232492903979006,9,0,1,4,25,5,2,1117,2,51.7,58.7,44.7,45.48650616037624,9.6
net.sourceforge.squirrel_sql.client.gui.db.AliasWindowFactory,11,5,1.0791812460476249,0,12,1.230448921378274,1,0,1,4,11,4,1,272,4,67.55000000000001,62.2,72.9,58.553296131212015,10.6
net.sourceforge.squirrel_sql.client.gui.db.AliasWindowManager,9,4,1.0,4,12,0.8450980400142568,0,0,1,4,9,0,1,94,5,78.2,76.4,80.0,67.58332257306036,10.8
net.sourceforge.squirrel_sql.client.gui.db.AliasesList,16,2,1.230448921378274,8,12,1.2041199826559248,1,0,1,4,16,6,1,131,13,9.7,13.2,6.2,9.7,1.0
net.sourceforge.squirrel_sql.client.gui.db.AliasesListInternalFrame,5,10,0.7781512503836436,3,55,1.1760912590556811,0,0,1,4,5,9,3,614,5,52.95,55.9,50.0,46.72520436430276,9.4
net.sourceforge.squirrel_sql.client.gui.db.AliasesListModel,13,8,1.146128035678238,4,59,1.146128035678238,3,0,1,4,13,4,2,158,4,71.2,71.9,70.5,60.264328317028784,12.2
net.sourceforge.squirrel_sql.client.gui.db.AliasesTreeUtil,1,0,0.3010299956639812,1,12,0.6020599913279624,0,1,0,11,1,2,1,21,0,75.0,75.0,75.0,73.89162561576356,2.0
net.sourceforge.squirrel_sql.client.gui.db.BaseList,22,10,1.3617278360175928,7,12,1.462397997898956,5,0,1,1,21,3,1,239,6,55.45,62.0,48.9,49.0772256598764,9.2
net.sourceforge.squirrel_sql.client.gui.db.ColumnDetailDialog,29,16,1.4771212547196624,6,749,1.8325089127062364,6,1,1,3,28,11,1,1181,15,1.95,0.6,3.3,1.9211822660098523,2.0
net.sourceforge.squirrel_sql.client.gui.db.ColumnListDialog,44,25,1.6532125137753435,7,749,1.6989700043360187,8,1,1,3,43,12,1,764,13,3.55,3.1,4.0,3.497536945812808,2.0
net.sourceforge.squirrel_sql.client.gui.db.ConnectToAliasCallBack,19,11,1.3010299956639813,4,12,1.1139433523068367,0,0,1,3,18,2,1,203,5,93.45,92.7,94.2,71.48098776913305,19.0
net.sourceforge.squirrel_sql.client.gui.db.ConnectionInternalFrame,22,12,1.3617278360175928,9,57,1.568201724066995,8,0,1,4,21,1,2,658,4,50.2,58.1,42.3,44.16678161026862,9.6
net.sourceforge.squirrel_sql.client.gui.db.DataCache,84,36,1.9294189257142929,25,12,1.8325089127062364,6,0,1,4,80,10,1,842,23,59.95,67.7,52.2,29.076326311743664,49.6
net.sourceforge.squirrel_sql.client.gui.db.DriverInternalFrame,28,25,1.462397997898956,12,57,1.7853298350107671,12,0,1,4,26,6,2,1233,1,49.45,66.8,32.1,43.897315071958815,9.0
net.sourceforge.squirrel_sql.client.gui.db.DriverListCellRenderer,4,1,0.6989700043360189,0,745,0.6020599913279624,0,0,1,5,3,1,1,65,2,88.0,92.0,84.0,83.656199076685,4.4
net.sourceforge.squirrel_sql.client.gui.db.DriverWindowFactory,10,4,1.0413926851582251,1,12,1.230448921378274,1,0,1,4,10,4,1,264,4,86.3,84.3,88.3,74.3618820976245,11.0
net.sourceforge.squirrel_sql.client.gui.db.DriverWindowManager,9,4,1.0,4,12,0.8450980400142568,0,0,1,4,9,0,1,101,5,90.45,90.0,90.9,77.93780110927158,11.0
net.sourceforge.squirrel_sql.client.gui.db.DriversList,13,3,1.146128035678238,4,25,1.230448921378274,1,0,1,4,12,5,2,186,9,73.80000000000003,82.9,64.7,63.78068038224879,10.8
net.sourceforge.squirrel_sql.client.gui.db.DriversListInternalFrame,2,8,0.4771212547196624,1,55,1.0,0,0,1,11,2,6,3,442,2,9.0,6.9,11.1,8.866995073891626,2.0
net.sourceforge.squirrel_sql.client.gui.db.DriversListModel,10,6,1.0413926851582251,3,59,0.8450980400142568,3,0,1,4,9,0,2,116,2,64.0,66.7,61.3,60.29979073835035,5.0
net.sourceforge.squirrel_sql.client.gui.db.EditAliasFolderDlg,9,1,1.0,5,749,1.230448921378274,5,0,1,4,8,3,1,234,2,2.8,0.0,5.6,2.8,1.0
net.sourceforge.squirrel_sql.client.gui.db.JListAliasesListImpl,14,7,1.1760912590556811,5,25,1.380211241711606,0,0,1,4,14,5,2,222,10,58.65,62.0,55.3,47.05118775274749,15.8
net.sourceforge.squirrel_sql.client.gui.db.JTreeAliasesListImpl,105,64,2.0253058652647704,32,12,2.198657086954422,18,0,1,4,102,29,1,1383,18,6.75,8.3,5.2,6.75,1.0
net.sourceforge.squirrel_sql.client.gui.db.SQLAlias,61,18,1.792391689498254,10,12,1.7634279935629371,2,0,2,3,56,20,1,527,36,96.55,93.1,100.0,29.16637674215196,81.4
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasBeanInfo,2,0,0.4771212547196624,0,21,0.4771212547196624,0,0,0,33,2,1,1,89,1,83.35,66.7,100.0,83.35,1.0
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasColorProperties,12,0,1.1139433523068367,3,12,1.1139433523068367,0,0,0,4,12,6,1,54,12,100.0,100.0,100.0,81.18492774834588,15.0
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasConnectionProperties,6,0,0.8450980400142568,1,12,0.8450980400142568,0,0,0,4,6,3,1,36,6,100.0,100.0,100.0,90.1026790658002,8.0
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasSchemaDetailProperties,18,7,1.2787536009528289,3,12,1.1760912590556811,0,0,0,4,18,12,1,86,11,100.0,100.0,100.0,69.95439195048273,25.0
net.sourceforge.squirrel_sql.client.gui.db.SQLAliasSchemaProperties,70,36,1.8512583487190752,5,12,1.57978359661681,4,0,0,4,53,25,1,508,13,94.5,97.3,91.7,35.69050108777493,66.4
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.AliasPropertiesController,9,3,1.0,5,12,1.3010299956639813,5,1,1,4,9,0,1,265,1,59.6,69.2,50.0,56.9964928269651,4.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.AliasPropertiesInternalFrame,3,0,0.6020599913279624,1,57,0.8450980400142568,1,0,1,7,3,1,2,159,1,98.1,96.2,100.0,95.22191754228449,3.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesController,5,0,0.7781512503836436,1,12,0.7781512503836436,0,0,1,4,5,3,1,81,5,100.0,100.0,100.0,92.82603254056396,6.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ColorPropertiesPanel,18,19,1.2787536009528289,7,698,1.3979400086720375,7,0,1,6,18,2,1,677,2,61.35,68.7,54.0,56.10716351097144,7.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ConnectionPropertiesController,5,0,0.7781512503836436,1,12,0.7781512503836436,0,0,1,4,5,3,1,81,5,100.0,100.0,100.0,92.00049486694334,6.6
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.ConnectionPropertiesPanel,12,1,1.1139433523068367,6,698,1.3617278360175928,8,0,1,7,12,2,1,466,3,94.0,95.1,92.9,86.99703149301382,6.2
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesController,16,7,1.230448921378274,2,12,1.1760912590556811,1,0,1,4,16,9,1,268,6,82.6,84.1,81.1,73.32493882596152,9.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesPanel,9,4,1.0,3,698,1.0791812460476249,3,0,1,9,9,2,1,214,2,87.94999999999996,94.1,81.8,85.11587161872885,3.2
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesPopupMenu,2,0,0.4771212547196624,1,760,1.0,0,0,1,4,2,0,1,124,2,62.3,57.9,66.7,59.75622149384267,3.8
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesTable,12,7,1.1139433523068367,8,887,1.0413926851582251,1,0,1,3,12,4,1,301,7,64.19999999999999,74.6,53.8,50.29119267239728,17.4
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesTableModel,29,10,1.4771212547196624,4,28,1.3424226808222062,1,0,1,4,28,18,1,255,8,92.35,91.1,93.6,57.51971906904809,32.8
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaPropertiesController,28,14,1.462397997898956,8,12,1.5440680443502757,7,0,1,4,27,5,1,641,5,54.2,57.6,50.8,48.25742640131004,8.8
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaPropertiesPanel,3,0,0.6020599913279624,2,698,1.1139433523068367,2,0,1,17,3,2,1,345,1,100.0,100.0,100.0,100.0,1.0
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaTableCboItem,10,2,1.0413926851582251,1,12,0.6989700043360189,1,1,1,4,10,5,1,90,2,49.7,43.8,55.6,47.106261282675455,4.6
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.SchemaTableModel,26,11,1.4313637641589874,2,67,1.2552725051033058,0,0,1,4,25,9,1,198,9,96.8,95.0,98.6,65.92520171132225,26.8
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopContainerFactory,8,4,0.9542425094393248,4,12,0.6989700043360189,0,4,0,11,8,8,1,123,4,100.0,100.0,100.0,80.94354113197063,15.2
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopManagerWrapper,5,2,0.7781512503836436,2,39,0.7781512503836436,0,0,1,4,5,0,1,54,3,100.0,100.0,100.0,95.3473582658406,4.2
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DesktopStyle,8,4,0.9542425094393248,3,12,0.7781512503836436,0,0,1,4,8,3,1,66,4,60.8,52.4,69.2,54.782428872006506,8.0
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DialogDelegate,38,5,1.5910646070264989,21,749,1.6127838567197357,0,0,1,3,38,6,1,280,33,1.1,0.0,2.2,1.1,1.0
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DialogWidget,45,0,1.662757831681574,19,12,1.662757831681574,0,1,3,4,45,15,1,264,45,99.35,98.7,100.0,42.20563532388435,58.5
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DockDelegate,47,1,1.6812412373755872,26,12,1.7160033436347992,0,0,1,3,47,12,1,303,46,91.35,88.5,94.2,43.00577851094188,51.6
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.DockWidget,35,0,1.5563025007672873,17,12,1.5563025007672873,0,1,3,4,35,12,1,218,35,99.85,99.7,100.0,48.86276527732021,49.0
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.InternalFrameDelegate,35,5,1.5563025007672873,23,777,1.57978359661681,0,0,1,3,35,4,1,274,30,88.35,87.4,89.3,52.62453648002255,35.8
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.ScrollableDesktopPane,30,12,1.4913616938342726,10,746,1.505149978319906,3,0,1,4,29,4,1,324,11,78.7,81.5,75.9,55.71377066595021,24.2
